city,lat,lng,country
Lackawanna,42.82,-78.83,United States
West Haverstraw,41.21,-73.99,United States
Endicott,42.10,-76.06,United States
Rochester,43.17,-77.62,United States
Ilion,43.01,-75.04,United States
Manorhaven,40.84,-73.71,United States
Babylon,40.69,-73.33,United States
Watervliet,42.72,-73.71,United States
Hempstead,40.70,-73.62,United States
Ravena,42.48,-73.81,United States
New York,40.69,-73.92,United States
Scarsdale,40.99,-73.78,United States
Bronx,40.85,-73.87,United States
Fulton,43.32,-76.42,United States
Briarcliff Manor,41.14,-73.84,United States
Irvington,41.03,-73.87,United States
Washingtonville,41.43,-74.16,United States
Poughkeepsie,41.69,-73.92,United States
Mineola,40.75,-73.64,United States
Patchogue,40.76,-73.02,United States
Johnson City,42.12,-75.96,United States
Brockport,43.21,-77.94,United States
Tonawanda,43.01,-78.88,United States
Mamaroneck,40.95,-73.73,United States
East Rochester,43.11,-77.49,United States
Depew,42.91,-78.70,United States
Rye,40.97,-73.69,United States
Haverstraw,41.19,-73.95,United States
Harrison,41.02,-73.72,United States
Cortland,42.60,-76.18,United States
Norwich,42.53,-75.52,United States
Hudson Falls,43.30,-73.58,United States
Honeoye Falls,42.96,-77.59,United States
Garden City,40.73,-73.64,United States
Port Jefferson,40.95,-73.06,United States
Baldwinsville,43.16,-76.33,United States
Ballston Spa,43.01,-73.85,United States
Fairport,43.10,-77.44,United States
Oswego,43.45,-76.50,United States
Woodbury,41.33,-74.10,United States
Hilton,43.29,-77.79,United States
North Tonawanda,43.05,-78.87,United States
Jamestown,42.10,-79.24,United States
Webster,43.22,-77.42,United States
Sidney,42.31,-75.40,United States
East Rockaway,40.64,-73.67,United States
Kaser,41.12,-74.07,United States
Oneonta,42.46,-75.07,United States
Kenmore,42.96,-78.87,United States
Long Beach,40.59,-73.67,United States
Tuckahoe,40.95,-73.82,United States
Valatie,42.41,-73.68,United States
Troy,42.74,-73.68,United States
Nyack,41.09,-73.91,United States
Great Neck,40.80,-73.73,United States
Chester,41.36,-74.28,United States
Attica,42.86,-78.28,United States
Ithaca,42.44,-76.50,United States
Larchmont,40.93,-73.75,United States
Rensselaer,42.65,-73.73,United States
Cedarhurst,40.63,-73.73,United States
Yonkers,40.95,-73.87,United States
Lawrence,40.60,-73.71,United States
Brooklyn,40.65,-73.95,United States
East Aurora,42.77,-78.62,United States
Massena,44.93,-74.89,United States
Binghamton,42.10,-75.91,United States
Spring Valley,41.12,-74.05,United States
Gowanda,42.46,-78.93,United States
Kings Point,40.82,-73.74,United States
Lancaster,42.90,-78.67,United States
Hudson,42.25,-73.79,United States
Fort Plain,42.93,-74.63,United States
Sleepy Hollow,41.09,-73.87,United States
Dunkirk,42.48,-79.33,United States
Manhattan,40.78,-73.97,United States
Beacon,41.50,-73.97,United States
Geneva,42.86,-76.98,United States
Wellsville,42.12,-77.95,United States
Mount Vernon,40.91,-73.83,United States
Johnstown,43.01,-74.38,United States
Solvay,43.06,-76.21,United States
Glen Cove,40.87,-73.63,United States
Scotia,42.83,-73.96,United States
Gloversville,43.05,-74.35,United States
Staten Island,40.58,-74.15,United States
New Hyde Park,40.73,-73.69,United States
Exeter,41.33,-75.82,United States
Clarion,41.21,-79.38,United States
Millersville,40.00,-76.35,United States
Camp Hill,40.24,-76.93,United States
Canonsburg,40.26,-80.19,United States
Grove City,41.16,-80.09,United States
Cresson,40.46,-78.59,United States
Quakertown,40.44,-75.35,United States
Hatboro,40.18,-75.11,United States
Folcroft,39.89,-75.28,United States
Connellsville,40.02,-79.59,United States
State College,40.79,-77.86,United States
North East,42.21,-79.83,United States
Montgomery,41.17,-76.87,United States
Nazareth,40.74,-75.31,United States
Harrisburg,40.28,-76.88,United States
Sugarcreek,41.44,-79.82,United States
White Oak,40.34,-79.80,United States
Lansdale,40.24,-75.28,United States
Swarthmore,39.90,-75.35,United States
Olyphant,41.45,-75.58,United States
Shamokin,40.79,-76.56,United States
Murrysville,40.45,-79.66,United States
West Chester,39.96,-75.61,United States
Red Lion,39.90,-76.61,United States
Sayre,41.99,-76.52,United States
Kittanning,40.83,-79.52,United States
Nanticoke,41.20,-76.00,United States
Kingston,41.27,-75.89,United States
Titusville,41.63,-79.67,United States
Washington,40.17,-80.25,United States
Waynesburg,39.90,-80.19,United States
Downingtown,40.01,-75.70,United States
Butler,40.86,-79.90,United States
Munhall,40.39,-79.90,United States
Mount Carmel,40.80,-76.41,United States
Wyomissing,40.33,-75.97,United States
Carlisle,40.20,-77.20,United States
Dunmore,41.42,-75.61,United States
Mechanicsburg,40.21,-77.01,United States
Altoona,40.51,-78.40,United States
Northampton,40.69,-75.49,United States
Tyrone,40.68,-78.25,United States
Corry,41.93,-79.64,United States
Archbald,41.51,-75.55,United States
Moosic,41.36,-75.70,United States
Bristol,40.10,-74.85,United States
Ashland,40.78,-76.35,United States
Warren,41.84,-79.14,United States
Quarryville,39.90,-76.16,United States
Jefferson Hills,40.29,-79.93,United States
Duquesne,40.37,-79.85,United States
Jeannette,40.33,-79.61,United States
Norwood,39.89,-75.30,United States
Lansdowne,39.94,-75.28,United States
Birdsboro,40.26,-75.81,United States
Steelton,40.23,-76.83,United States
New Castle,41.00,-80.35,United States
McKees Rocks,40.47,-80.06,United States
Glenolden,39.90,-75.29,United States
Indiana,40.62,-79.16,United States
Columbia,40.03,-76.49,United States
Easton,40.69,-75.22,United States
Plum,40.50,-79.75,United States
Pottstown,40.25,-75.64,United States
Baldwin,40.37,-79.97,United States
York,39.97,-76.73,United States
Lewistown,40.60,-77.57,United States
Lebanon,40.34,-76.42,United States
Media,39.92,-75.39,United States
Aliquippa,40.62,-80.25,United States
Chambersburg,39.93,-77.66,United States
Catasauqua,40.65,-75.46,United States
New Kensington,40.57,-79.75,United States
Wilkinsburg,40.44,-79.87,United States
Williamsport,41.24,-77.04,United States
Bellefonte,40.91,-77.77,United States
Hermitage,41.23,-80.44,United States
Erie,42.12,-80.07,United States
Shippensburg,40.05,-77.52,United States
Philadelphia,40.01,-75.13,United States
Swissvale,40.42,-79.89,United States
Ridley Park,39.88,-75.33,United States
Tamaqua,40.80,-75.93,United States
New Brighton,40.74,-80.31,United States
Ephrata,40.18,-76.18,United States
Dover,40.00,-76.85,United States
Lehighton,40.83,-75.72,United States
Lititz,40.15,-76.30,United States
Hazleton,40.95,-75.97,United States
Castle Shannon,40.37,-80.02,United States
Palmerton,40.80,-75.62,United States
Latrobe,40.31,-79.38,United States
Clairton,40.30,-79.89,United States
Orwigsburg,40.65,-76.10,United States
Greensburg,40.31,-79.54,United States
Brentwood,40.37,-79.98,United States
Monroeville,40.43,-79.76,United States
Turtle Creek,40.41,-79.82,United States
Coatesville,39.99,-75.82,United States
Middletown,40.20,-76.73,United States
Carbondale,41.57,-75.50,United States
Lancaster,40.04,-76.30,United States
Johnstown,40.33,-78.92,United States
Plymouth,41.24,-75.95,United States
Sharon Hill,39.91,-75.27,United States
Dormont,40.39,-80.04,United States
Blakely,41.49,-75.60,United States
Meadville,41.65,-80.15,United States
Pottsville,40.68,-76.21,United States
Perkasie,40.37,-75.29,United States
New Holland,40.10,-76.09,United States
Bloomsburg,41.00,-76.46,United States
Scranton,41.40,-75.66,United States
Hanover,39.81,-76.98,United States
Carnegie,40.41,-80.09,United States
Edinboro,41.88,-80.12,United States
Uniontown,39.90,-79.72,United States
Reading,40.34,-75.93,United States
Du Bois,41.12,-78.76,United States
Selinsgrove,40.80,-76.86,United States
Sunbury,40.86,-76.79,United States
Old Forge,41.37,-75.74,United States
Collegeville,40.19,-75.46,United States
Somerset,40.01,-79.08,United States
Conshohocken,40.08,-75.30,United States
New Cumberland,40.23,-76.88,United States
Huntingdon,40.50,-78.01,United States
Bethel Park,40.32,-80.04,United States
Doylestown,40.31,-75.13,United States
Prospect Park,39.89,-75.31,United States
Whitehall,40.36,-79.99,United States
Kutztown,40.52,-75.78,United States
Phoenixville,40.14,-75.52,United States
Slippery Rock,41.07,-80.06,United States
West Mifflin,40.36,-79.91,United States
California,40.07,-79.92,United States
Palmyra,40.31,-76.59,United States
Emmaus,40.54,-75.50,United States
South Williamsport,41.23,-77.00,United States
Pleasant Hills,40.33,-79.96,United States
Monessen,40.15,-79.88,United States
Philipsburg,40.90,-78.21,United States
Norristown,40.12,-75.34,United States
Pittsburgh,40.44,-79.98,United States
Ambridge,40.59,-80.23,United States
Taylor,41.40,-75.71,United States
Elizabethtown,40.15,-76.60,United States
Franklin,41.39,-79.84,United States
Lower Burrell,40.58,-79.71,United States
Lock Haven,41.14,-77.45,United States
Yeadon,39.93,-75.25,United States
Darby,39.92,-75.26,United States
Waynesboro,39.75,-77.58,United States
Crafton,40.43,-80.07,United States
Honesdale,41.58,-75.25,United States
Fox Chapel,40.52,-79.89,United States
Hollidaysburg,40.43,-78.39,United States
Allentown,40.60,-75.48,United States
Forest Hills,40.43,-79.85,United States
Kennett Square,39.84,-75.71,United States
Blairsville,40.43,-79.26,United States
West View,40.52,-80.03,United States
Sharon,41.23,-80.50,United States
Beaver Falls,40.76,-80.32,United States
Punxsutawney,40.94,-78.98,United States
Hellertown,40.58,-75.34,United States
Littlestown,39.75,-77.09,United States
Dickson City,41.47,-75.64,United States
Northern Cambria,40.66,-78.78,United States
Clifton Heights,39.93,-75.30,United States
Wilson,40.68,-75.24,United States
Muncy,41.20,-76.79,United States
Franklin Park,40.59,-80.10,United States
Jersey Shore,41.20,-77.27,United States
Stewartstown,39.75,-76.59,United States
Shenandoah,40.82,-76.20,United States
Jim Thorpe,40.87,-75.74,United States
Bangor,40.87,-75.21,United States
Clearfield,41.02,-78.44,United States
Mount Joy,40.11,-76.51,United States
Souderton,40.31,-75.32,United States
Monaca,40.68,-80.27,United States
East Stroudsburg,41.00,-75.18,United States
Portage,40.39,-78.67,United States
Bethlehem,40.63,-75.37,United States
Coraopolis,40.51,-80.16,United States
Oxford,39.79,-75.98,United States
Pittston,41.33,-75.79,United States
Saint Marys,41.46,-78.53,United States
Brookhaven,39.87,-75.39,United States
Bellevue,40.49,-80.06,United States
Collingdale,39.92,-75.28,United States
Bridgeville,40.36,-80.11,United States
Schuylkill Haven,40.63,-76.17,United States
Mount Pocono,41.12,-75.36,United States
Berwick,41.06,-76.25,United States
Wilkes-Barre,41.25,-75.88,United States
Milton,41.01,-76.85,United States
McKeesport,40.34,-79.84,United States
Oakmont,40.52,-79.84,United States
New Freedom,39.74,-76.70,United States
Morrisville,40.21,-74.78,United States
Chester,39.85,-75.37,United States
Ellwood City,40.86,-80.28,United States
Greenville,41.41,-80.38,United States
Ambler,40.16,-75.22,United States
Bradford,41.96,-78.64,United States
Gettysburg,39.83,-77.23,United States
Stroudsburg,40.98,-75.20,United States
Roaring Spring,40.33,-78.40,United States
Shillington,40.30,-75.97,United States
Oil City,41.43,-79.70,United States
Lewisburg,40.96,-76.89,United States
La Quinta,33.65,-116.28,United States
Saint Helena,38.50,-122.47,United States
Pleasant Hill,37.95,-122.08,United States
Pomona,34.06,-117.76,United States
Oakdale,37.76,-120.85,United States
Upland,34.12,-117.66,United States
Riverbank,37.73,-120.94,United States
Brea,33.93,-117.87,United States
San Jacinto,33.80,-116.99,United States
Redding,40.57,-122.37,United States
Exeter,36.29,-119.15,United States
Hercules,38.01,-122.26,United States
Moorpark,34.29,-118.88,United States
Windsor,38.54,-122.81,United States
El Monte,34.07,-118.03,United States
Calistoga,38.58,-122.58,United States
Sebastopol,38.40,-122.83,United States
Clearlake,38.96,-122.63,United States
Burbank,34.19,-118.32,United States
Rancho Santa Margarita,33.63,-117.60,United States
Manhattan Beach,33.89,-118.40,United States
Corning,39.93,-122.18,United States
Maywood,33.99,-118.19,United States
La Habra Heights,33.96,-117.95,United States
East Palo Alto,37.47,-122.13,United States
Lakewood,33.85,-118.12,United States
Irvine,33.68,-117.77,United States
Norco,33.93,-117.55,United States
Rocklin,38.81,-121.25,United States
Salinas,36.69,-121.63,United States
Newark,37.52,-122.03,United States
Apple Valley,34.53,-117.21,United States
Bell Gardens,33.97,-118.16,United States
Lodi,38.12,-121.29,United States
Foster City,37.56,-122.27,United States
Vallejo,38.11,-122.24,United States
Indio,33.73,-116.23,United States
Tiburon,37.89,-122.46,United States
Hesperia,34.40,-117.31,United States
Azusa,34.14,-117.91,United States
Big Bear Lake,34.24,-116.90,United States
Emeryville,37.84,-122.29,United States
Hollister,36.86,-121.40,United States
Buellton,34.62,-120.19,United States
Waterford,37.64,-120.76,United States
Cathedral City,33.84,-116.47,United States
Buena Park,33.86,-118.00,United States
Lakeport,39.04,-122.92,United States
Williams,39.15,-122.14,United States
El Segundo,33.92,-118.40,United States
Los Altos,37.37,-122.10,United States
Bakersfield,35.35,-119.04,United States
San Bernardino,34.14,-117.29,United States
Encinitas,33.05,-117.26,United States
Loomis,38.81,-121.20,United States
Santa Fe Springs,33.93,-118.06,United States
Paradise,39.76,-121.61,United States
American Canyon,38.18,-122.26,United States
El Centro,32.79,-115.56,United States
Whittier,33.97,-118.02,United States
Duarte,34.16,-117.95,United States
Sanger,36.70,-119.56,United States
Chula Vista,32.63,-117.01,United States
Mammoth Lakes,37.63,-118.99,United States
Jackson,38.35,-120.77,United States
Adelanto,34.59,-117.44,United States
Twentynine Palms,34.15,-116.07,United States
Cupertino,37.32,-122.05,United States
Palm Springs,33.80,-116.54,United States
Fullerton,33.88,-117.93,United States
Lompoc,34.66,-120.47,United States
Victorville,34.53,-117.35,United States
Crescent City,41.77,-124.19,United States
Anaheim,33.84,-117.86,United States
Coronado,32.66,-117.16,United States
Wasco,35.59,-119.37,United States
Fillmore,34.40,-118.92,United States
Delano,35.77,-119.26,United States
Campbell,37.28,-121.95,United States
Lynwood,33.92,-118.20,United States
Palm Desert,33.74,-116.37,United States
Temecula,33.49,-117.13,United States
Los Gatos,37.23,-121.96,United States
Mendota,36.76,-120.38,United States
Newman,37.32,-121.02,United States
San Anselmo,37.98,-122.57,United States
Kerman,36.72,-120.06,United States
Laguna Woods,33.61,-117.73,United States
Menlo Park,37.47,-122.17,United States
Corona,33.86,-117.56,United States
Walnut Creek,37.90,-122.04,United States
Fresno,36.78,-119.79,United States
Pasadena,34.16,-118.14,United States
San Marcos,33.14,-117.17,United States
Milpitas,37.43,-121.89,United States
Hillsborough,37.56,-122.36,United States
National City,32.67,-117.10,United States
Piedmont,37.82,-122.23,United States
Malibu,34.04,-118.78,United States
Los Alamitos,33.80,-118.06,United States
Hawaiian Gardens,33.83,-118.07,United States
Arcadia,34.13,-118.04,United States
Yreka,41.73,-122.63,United States
Gustine,37.25,-120.99,United States
Fairfield,38.26,-122.03,United States
Firebaugh,36.85,-120.45,United States
Calexico,32.68,-115.49,United States
Porterville,36.06,-119.03,United States
Mission Viejo,33.61,-117.66,United States
Pleasanton,37.67,-121.88,United States
Vista,33.19,-117.24,United States
Mount Shasta,41.32,-122.32,United States
Carson,33.84,-118.26,United States
Tracy,37.73,-121.44,United States
Gardena,33.89,-118.31,United States
Palo Alto,37.39,-122.15,United States
Lomita,33.79,-118.32,United States
Chino Hills,33.95,-117.73,United States
Pacifica,37.61,-122.48,United States
Signal Hill,33.80,-118.17,United States
Santa Maria,34.93,-120.44,United States
Wildomar,33.62,-117.26,United States
Laguna Beach,33.54,-117.76,United States
Santa Barbara,34.43,-119.72,United States
Fort Bragg,39.44,-123.80,United States
Temple City,34.10,-118.06,United States
Orange,33.80,-117.82,United States
Lake Elsinore,33.68,-117.33,United States
Sunnyvale,37.38,-122.03,United States
San Bruno,37.63,-122.43,United States
Suisun,38.25,-122.01,United States
Watsonville,36.92,-121.77,United States
Calabasas,34.14,-118.67,United States
Monterey Park,34.05,-118.13,United States
San Rafael,37.99,-122.52,United States
Costa Mesa,33.67,-117.91,United States
Roseville,38.77,-121.32,United States
Livermore,37.69,-121.76,United States
Desert Hot Springs,33.96,-116.54,United States
Coachella,33.69,-116.15,United States
Sierra Madre,34.17,-118.05,United States
Sausalito,37.86,-122.49,United States
Hughson,37.60,-120.87,United States
Ceres,37.60,-120.96,United States
Holtville,32.81,-115.38,United States
Turlock,37.51,-120.86,United States
Cypress,33.82,-118.04,United States
Blythe,33.62,-114.62,United States
Ukiah,39.15,-123.21,United States
Eureka,40.79,-124.16,United States
Pittsburg,38.02,-121.90,United States
Red Bluff,40.17,-122.24,United States
Gilroy,37.00,-121.58,United States
San Marino,34.12,-118.11,United States
Huntington Park,33.98,-118.22,United States
Rosemead,34.07,-118.08,United States
Colusa,39.20,-122.01,United States
Parlier,36.61,-119.54,United States
Commerce,34.00,-118.15,United States
Arcata,40.86,-124.08,United States
Yucaipa,34.03,-117.04,United States
Norwalk,33.91,-118.08,United States
Ontario,34.04,-117.61,United States
San Carlos,37.50,-122.27,United States
Burlingame,37.59,-122.37,United States
Reedley,36.60,-119.45,United States
Fortuna,40.59,-124.14,United States
Concord,37.97,-122.00,United States
Scotts Valley,37.06,-122.01,United States
Atwater,37.35,-120.60,United States
Torrance,33.83,-118.34,United States
Antioch,37.98,-121.80,United States
Elk Grove,38.42,-121.38,United States
South Gate,33.94,-118.19,United States
Moraga,37.84,-122.12,United States
Glendora,34.14,-117.85,United States
Ridgecrest,35.63,-117.66,United States
Laguna Niguel,33.53,-117.71,United States
Sacramento,38.57,-121.47,United States
Lemoore,36.30,-119.80,United States
Seaside,36.62,-121.82,United States
Los Banos,37.06,-120.84,United States
Folsom,38.68,-121.15,United States
Fontana,34.10,-117.46,United States
Cloverdale,38.80,-123.02,United States
Imperial Beach,32.57,-117.12,United States
Lemon Grove,32.73,-117.03,United States
Daly City,37.69,-122.47,United States
Orinda,37.88,-122.18,United States
Riverside,33.94,-117.39,United States
Brawley,32.98,-115.53,United States
El Cajon,32.80,-116.96,United States
Millbrae,37.60,-122.40,United States
Pacific Grove,36.62,-121.93,United States
Merced,37.31,-120.48,United States
Murrieta,33.57,-117.19,United States
Ojai,34.45,-119.25,United States
Rialto,34.11,-117.39,United States
Woodland,38.67,-121.75,United States
Santa Rosa,38.45,-122.71,United States
Marysville,39.15,-121.58,United States
Palmdale,34.59,-118.11,United States
Saratoga,37.27,-122.03,United States
West Covina,34.06,-117.91,United States
Belmont,37.52,-122.30,United States
Long Beach,33.81,-118.16,United States
Santee,32.86,-116.98,United States
Walnut,34.03,-117.86,United States
Madera,36.96,-120.08,United States
Benicia,38.07,-122.15,United States
Atherton,37.45,-122.20,United States
Brentwood,37.94,-121.72,United States
South Pasadena,34.11,-118.16,United States
Sonora,37.98,-120.38,United States
Monrovia,34.17,-117.99,United States
Rolling Hills Estates,33.78,-118.35,United States
Aliso Viejo,33.58,-117.73,United States
Santa Cruz,36.98,-122.03,United States
Vacaville,38.36,-121.97,United States
Artesia,33.87,-118.08,United States
Stockton,37.98,-121.31,United States
San Juan Capistrano,33.50,-117.65,United States
Lancaster,34.69,-118.18,United States
San Gabriel,34.09,-118.10,United States
Simi Valley,34.27,-118.75,United States
San Dimas,34.11,-117.81,United States
Arvin,35.19,-118.83,United States
Corte Madera,37.92,-122.51,United States
Alameda,37.77,-122.27,United States
Fremont,37.53,-121.99,United States
Fowler,36.62,-119.67,United States
Calipatria,33.15,-115.51,United States
Beaumont,33.91,-116.98,United States
Santa Monica,34.02,-118.48,United States
San Fernando,34.29,-118.44,United States
Camarillo,34.22,-119.03,United States
Susanville,40.42,-120.61,United States
Solana Beach,32.99,-117.26,United States
Fountain Valley,33.71,-117.95,United States
Rancho Cordova,38.57,-121.25,United States
South San Francisco,37.65,-122.42,United States
Richmond,37.95,-122.34,United States
Guadalupe,34.96,-120.57,United States
Escalon,37.79,-121.00,United States
Cotati,38.33,-122.71,United States
Barstow,34.87,-117.05,United States
La Palma,33.85,-118.04,United States
Hermosa Beach,33.87,-118.40,United States
Shasta Lake,40.68,-122.38,United States
Willows,39.51,-122.20,United States
Greenfield,36.32,-121.25,United States
Paramount,33.90,-118.17,United States
Compton,33.89,-118.23,United States
Petaluma,38.24,-122.63,United States
Chowchilla,37.11,-120.23,United States
Yorba Linda,33.89,-117.77,United States
Dixon,38.45,-121.83,United States
Loma Linda,34.04,-117.25,United States
Pinole,37.99,-122.28,United States
Menifee,33.69,-117.18,United States
Hawthorne,33.91,-118.35,United States
Carpinteria,34.40,-119.51,United States
Ripon,37.74,-121.13,United States
Redwood City,37.50,-122.23,United States
La Canada Flintridge,34.21,-118.20,United States
Eastvale,33.96,-117.58,United States
Rancho Palos Verdes,33.76,-118.36,United States
Selma,36.57,-119.62,United States
Alhambra,34.08,-118.14,United States
Escondido,33.13,-117.07,United States
Morgan Hill,37.13,-121.64,United States
Laguna Hills,33.59,-117.70,United States
Cudahy,33.96,-118.18,United States
Gridley,39.36,-121.70,United States
El Cerrito,37.92,-122.30,United States
Dublin,37.72,-121.90,United States
Santa Clarita,34.41,-118.50,United States
Huron,36.20,-120.10,United States
Manteca,37.79,-121.23,United States
San Francisco,37.76,-122.44,United States
Woodside,37.42,-122.26,United States
Tustin,33.73,-117.81,United States
Santa Ana,33.74,-117.88,United States
Fairfax,37.99,-122.60,United States
Moreno Valley,33.92,-117.20,United States
Downey,33.94,-118.13,United States
Healdsburg,38.62,-122.87,United States
Oakley,37.99,-121.70,United States
San Clemente,33.45,-117.61,United States
Half Moon Bay,37.47,-122.44,United States
Mill Valley,37.91,-122.54,United States
Hemet,33.74,-116.99,United States
Hanford,36.33,-119.65,United States
Glendale,34.18,-118.25,United States
Albany,37.89,-122.30,United States
West Sacramento,38.56,-121.55,United States
Live Oak,39.28,-121.66,United States
Berkeley,37.87,-122.28,United States
Marina,36.68,-121.79,United States
Los Altos Hills,37.37,-122.14,United States
San Luis Obispo,35.27,-120.67,United States
Napa,38.30,-122.30,United States
Baldwin Park,34.08,-117.97,United States
Winters,38.53,-121.98,United States
Davis,38.56,-121.74,United States
La Habra,33.93,-117.95,United States
Lafayette,37.89,-122.12,United States
Rancho Cucamonga,34.12,-117.57,United States
Indian Wells,33.70,-116.34,United States
Newport Beach,33.62,-117.87,United States
Bell,33.98,-118.18,United States
Goleta,34.44,-119.86,United States
Grover Beach,35.12,-120.62,United States
Willits,39.41,-123.35,United States
Culver City,34.01,-118.40,United States
Citrus Heights,38.69,-121.29,United States
Pismo Beach,35.15,-120.65,United States
Taft,35.13,-119.42,United States
Covina,34.09,-117.88,United States
Oakland,37.79,-122.22,United States
West Hollywood,34.09,-118.37,United States
Capitola,36.98,-121.95,United States
Chico,39.76,-121.82,United States
Diamond Bar,34.00,-117.82,United States
Garden Grove,33.78,-117.96,United States
Bellflower,33.89,-118.13,United States
San Mateo,37.55,-122.31,United States
Oceanside,33.22,-117.31,United States
San Diego,32.83,-117.12,United States
Palos Verdes Estates,33.79,-118.40,United States
San Jose,37.30,-121.85,United States
South Lake Tahoe,38.94,-119.98,United States
Carlsbad,33.12,-117.28,United States
Redlands,34.05,-117.17,United States
Clovis,36.83,-119.69,United States
Mountain View,37.40,-122.08,United States
Lathrop,37.82,-121.31,United States
Truckee,39.35,-120.18,United States
Monterey,36.59,-121.88,United States
Oxnard,34.20,-119.18,United States
Clayton,37.94,-121.93,United States
Woodlake,36.41,-119.10,United States
Villa Park,33.82,-117.81,United States
Redondo Beach,33.86,-118.38,United States
Gonzales,36.51,-121.44,United States
Orland,39.75,-122.19,United States
Pico Rivera,33.99,-118.09,United States
Stanton,33.80,-117.99,United States
Thousand Oaks,34.19,-118.88,United States
Colton,34.05,-117.33,United States
Shafter,35.48,-119.20,United States
Cerritos,33.87,-118.07,United States
Montclair,34.07,-117.70,United States
Port Hueneme,34.16,-119.20,United States
Claremont,34.13,-117.72,United States
Chino,33.98,-117.67,United States
Orange Cove,36.62,-119.32,United States
Grass Valley,39.22,-121.05,United States
Placentia,33.88,-117.86,United States
Placerville,38.73,-120.80,United States
Lincoln,38.87,-121.29,United States
Anderson,40.45,-122.30,United States
Auburn,38.89,-121.08,United States
Lawndale,33.89,-118.35,United States
Westminster,33.75,-117.99,United States
Patterson,37.47,-121.14,United States
Grand Terrace,34.03,-117.31,United States
Lindsay,36.21,-119.09,United States
Beverly Hills,34.08,-118.40,United States
Union City,37.60,-122.02,United States
Bishop,37.37,-118.40,United States
La Verne,34.12,-117.77,United States
Yucca Valley,34.12,-116.42,United States
Needles,34.82,-114.62,United States
King City,36.22,-121.13,United States
Visalia,36.33,-119.33,United States
San Leandro,37.71,-122.16,United States
Larkspur,37.94,-122.53,United States
Banning,33.95,-116.90,United States
Poway,32.99,-117.02,United States
Los Angeles,34.11,-118.41,United States
Santa Paula,34.35,-119.07,United States
Dinuba,36.55,-119.40,United States
Modesto,37.64,-121.00,United States
La Mirada,33.90,-118.01,United States
Ione,38.36,-120.94,United States
Rio Vista,38.18,-121.70,United States
Santa Clara,37.36,-121.97,United States
Dana Point,33.47,-117.70,United States
Perris,33.79,-117.22,United States
Rohnert Park,38.35,-122.70,United States
Livingston,37.39,-120.72,United States
Martinez,38.00,-122.12,United States
Inglewood,33.96,-118.34,United States
Imperial,32.84,-115.57,United States
San Ramon,37.76,-121.94,United States
Canyon Lake,33.69,-117.26,United States
Coalinga,36.14,-120.33,United States
Tehachapi,35.13,-118.48,United States
Solvang,34.59,-120.14,United States
Dos Palos,36.99,-120.63,United States
La Puente,34.03,-117.95,United States
Farmersville,36.31,-119.21,United States
South El Monte,34.05,-118.05,United States
Corcoran,36.08,-119.56,United States
Agoura Hills,34.15,-118.76,United States
Soledad,36.44,-121.34,United States
Calimesa,33.99,-117.05,United States
Atascadero,35.48,-120.69,United States
Galt,38.27,-121.30,United States
Arroyo Grande,35.12,-120.58,United States
California City,35.16,-117.87,United States
Danville,37.81,-121.97,United States
Oroville,39.50,-121.56,United States
Huntington Beach,33.70,-118.00,United States
San Pablo,37.96,-122.34,United States
Seal Beach,33.75,-118.07,United States
Tulare,36.20,-119.34,United States
Rancho Mirage,33.76,-116.43,United States
McFarland,35.68,-119.24,United States
Lake Forest,33.66,-117.67,United States
Highland,34.11,-117.17,United States
Sonoma,38.29,-122.46,United States
Kingsburg,36.52,-119.56,United States
Avenal,36.03,-120.12,United States
Morro Bay,35.37,-120.85,United States
Hayward,37.63,-122.08,United States
Yuba City,39.14,-121.64,United States
Novato,38.09,-122.56,United States
La Mesa,32.77,-117.02,United States
Montebello,34.02,-118.11,United States
West Wendover,40.74,-114.08,United States
Henderson,36.01,-115.04,United States
Winnemucca,40.96,-117.73,United States
Fernley,39.56,-119.19,United States
Carson City,39.15,-119.75,United States
Sparks,39.57,-119.71,United States
Fallon,39.47,-118.78,United States
Boulder City,35.84,-114.93,United States
Las Vegas,36.23,-115.26,United States
Mesquite,36.80,-114.13,United States
North Las Vegas,36.29,-115.09,United States
Elko,40.84,-115.77,United States
Reno,39.55,-119.85,United States
Alamosa,37.48,-105.88,United States
Rifle,39.54,-107.77,United States
Castle Pines,39.46,-104.87,United States
Parker,39.51,-104.77,United States
Vail,39.64,-106.36,United States
Windsor,40.47,-104.92,United States
Denver,39.76,-104.88,United States
Lone Tree,39.53,-104.87,United States
Edgewater,39.75,-105.06,United States
Fort Morgan,40.26,-103.79,United States
Thornton,39.92,-104.94,United States
Louisville,39.97,-105.14,United States
Fountain,38.69,-104.67,United States
Brighton,39.97,-104.80,United States
Loveland,40.42,-105.06,United States
Estes Park,40.37,-105.52,United States
Wellington,40.70,-105.01,United States
Eagle,39.64,-106.82,United States
Lakewood,39.70,-105.12,United States
Montrose,38.47,-107.86,United States
Manitou Springs,38.86,-104.91,United States
Silverthorne,39.66,-106.09,United States
Leadville,39.25,-106.29,United States
Avon,39.64,-106.51,United States
Superior,39.93,-105.16,United States
Aspen,39.19,-106.84,United States
Centennial,39.59,-104.87,United States
Evans,40.37,-104.74,United States
Erie,40.04,-105.04,United States
Firestone,40.15,-104.95,United States
Delta,38.76,-108.08,United States
Cortez,37.35,-108.58,United States
