country,city,latitude,longitude,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipType,temperatureMax,temperatureMin,apparentTemperatureMax,apparentTemperatureMin,windSpeed,timezone
United States,Broadway,38.61,-78.8,Overcast in the morning.,cloudy,10/01/2018 07:35 AM,10/01/2018 05:13 PM,0.8,0.0,,45.37,25.29,45.37,25.29,0.98,
United States,Broadway,38.61,-78.8,Partly cloudy in the morning.,partly-cloudy-night,09/01/2018 07:35 AM,09/01/2018 05:12 PM,0.77,0.0,,40.77,28.22,40.77,26.22,1.75,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,08/01/2018 07:35 AM,08/01/2018 05:11 PM,0.74,4.0E-4,rain,39.06,20.32,37.8,17.58,3.19,
United States,Broadway,38.61,-78.8,Partly cloudy in the evening.,partly-cloudy-night,07/01/2018 07:35 AM,07/01/2018 05:10 PM,0.71,0.0,,24.62,-5.29,24.62,-5.29,0.79,
United States,Broadway,38.61,-78.8,Mostly cloudy until evening.,partly-cloudy-day,06/01/2018 07:35 AM,06/01/2018 05:09 PM,0.67,0.0,,6.09,-1.56,2.07,-13.23,5.7,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,05/01/2018 07:35 AM,05/01/2018 05:08 PM,0.63,0.0,,5.53,1.58,-5.63,-12.47,7.23,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,04/01/2018 07:35 AM,04/01/2018 05:07 PM,0.6,0.0,,16.03,2.57,16.03,-12.23,7.24,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the afternoon.,partly-cloudy-night,03/01/2018 07:35 AM,03/01/2018 05:06 PM,0.56,0.0,,23.47,5.45,23.47,5.45,0.34,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,02/01/2018 07:35 AM,02/01/2018 05:05 PM,0.52,0.0,,18.58,-3.88,16.71,-3.88,1.75,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the afternoon.,partly-cloudy-night,01/01/2018 07:35 AM,01/01/2018 05:05 PM,0.48,0.0,,11.15,0.82,5.17,-8.76,3.58,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,31/12/2017 07:35 AM,31/12/2017 05:04 PM,0.45,0.0,,10.11,2.42,10.11,-3.7,2.0,
United States,Broadway,38.61,-78.8,Overcast throughout the day.,cloudy,30/12/2017 07:35 AM,30/12/2017 05:03 PM,0.41,0.0,,22.55,9.79,22.55,0.12,3.01,
United States,Broadway,38.61,-78.8,Foggy overnight.,fog,29/12/2017 07:35 AM,29/12/2017 05:02 PM,0.37,0.0,,22.5,4.63,20.2,4.63,1.19,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the afternoon.,partly-cloudy-night,28/12/2017 07:35 AM,28/12/2017 05:02 PM,0.34,0.0,,12.33,0.59,12.33,0.59,0.65,
United States,Broadway,38.61,-78.8,Mostly cloudy until afternoon.,partly-cloudy-day,27/12/2017 07:34 AM,27/12/2017 05:01 PM,0.3,0.0,,19.96,5.07,19.96,-2.47,2.16,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the afternoon.,partly-cloudy-night,26/12/2017 07:34 AM,26/12/2017 05:00 PM,0.27,0.0,,24.11,13.79,20.75,7.08,3.12,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,25/12/2017 07:34 AM,25/12/2017 05:00 PM,0.23,1.0E-4,snow,29.87,16.05,29.87,4.92,5.88,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,24/12/2017 07:33 AM,24/12/2017 04:59 PM,0.2,0.0,,32.01,27.48,32.01,27.48,0.4,
United States,Broadway,38.61,-78.8,Light rain in the morning and afternoon.,rain,23/12/2017 07:33 AM,23/12/2017 04:59 PM,0.17,0.0134,rain,53.26,33.46,53.26,30.95,1.66,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,22/12/2017 07:32 AM,22/12/2017 04:58 PM,0.14,2.0E-4,rain,48.55,29.84,48.55,29.84,1.1,
United States,Broadway,38.61,-78.8,Mostly cloudy starting in the evening.,partly-cloudy-night,21/12/2017 07:32 AM,21/12/2017 04:57 PM,0.1,0.0,,42.75,21.65,42.75,21.65,0.18,
United States,Broadway,38.61,-78.8,Clear throughout the day.,clear-day,20/12/2017 07:31 AM,20/12/2017 04:57 PM,0.07,0.0,,45.29,25.12,42.8,25.12,2.8,
United States,Broadway,38.61,-78.8,Partly cloudy overnight.,partly-cloudy-night,19/12/2017 07:31 AM,19/12/2017 04:57 PM,0.04,0.0,,51.05,39.04,51.05,36.92,3.9,
United States,Broadway,38.61,-78.8,Mostly cloudy throughout the day.,partly-cloudy-day,18/12/2017 07:30 AM,18/12/2017 04:56 PM,0.02,2.0E-4,rain,48.05,32.08,46.84,32.08,1.93,
United States,Broadway,38.61,-78.8,Overcast starting in the afternoon.,cloudy,17/12/2017 07:30 AM,17/12/2017 04:56 PM,0.98,0.0,,39.92,27.22,39.92,27.22,0.67,
United States,Broadway,38.61,-78.8,Partly cloudy in the morning.,partly-cloudy-night,16/12/2017 07:29 AM,16/12/2017 04:55 PM,0.95,0.0,,40.76,24.11,37.81,16.8,3.46,
